Date,Open,High,Low,Close,Volume
2020-05-01,11055.71,11187.23,10967.03,11063.47,44681096
2020-05-04,11122.09,11221.88,11000.16,11111.54,49551066
2020-05-05,11044.29,11112.37,11000.16,11045.35,46264256
2020-05-06,11112.28,11179.22,10972.04,11117.8,19375753
2020-05-07,11130.5,11243.99,11041.37,11135.2,6913980
2020-05-08,11267.26,11418.51,11109.14,11269.09,6507394
2020-05-11,11191.4,11338.59,11021.32,11178.66,41534277
2020-05-12,11156.64,11176.79,11055.19,11139.17,7712188
2020-05-13,11111.42,11135.72,11006.46,11091.22,47197305
2020-05-14,10913.38,11056.55,10861.78,10900.87,43268229
2020-05-15,10935.88,11070.64,10859.17,10943.96,5910913
2020-05-18,10990.89,11130.66,10954.92,10982.62,40611449
2020-05-19,10984.95,11038.61,10829.83,10987.69,5653817
2020-05-20,10950.4,11066.81,10810.7,10961.15,22773649
2020-05-21,10794.07,10899.18,10623.85,10779.37,32201110
2020-05-22,10709.46,10845.59,10594.17,10729.27,45110283
2020-05-25,10706.62,10767.53,10604.31,10689.44,9108949
2020-05-26,10589.17,10614.1,10520.82,10590.8,35506086
2020-05-27,10580.34,10675.82,10422.19,10574.54,25981103
2020-05-28,10636.82,10686.28,10601.32,10630.04,18157587
2020-05-29,10892.08,10960.3,10830.83,10874.9,20216576
2020-06-01,10907.99,11059.55,10780.54,10902.03,12138512
2020-06-02,10945.07,11018.72,10786.96,10940.08,48440890
2020-06-03,10915.73,11075.93,10794.82,10934.69,25813696
2020-06-04,10688.07,10734.86,10544.61,10687.29,12567476
2020-06-05,10673.2,10802.97,10544.97,10688.16,14335411
2020-06-08,10710.32,10857.47,10611.79,10700.16,8486444
2020-06-09,11021.27,11057.37,10890.64,11020.73,12163357
2020-06-10,11007.63,11022.88,10885.91,10999.7,34175912
2020-06-11,11023.65,11128.24,11020.3,11043.9,49038638
2020-06-12,11025.37,11079.1,10976.31,11043.72,37972546
2020-06-15,10902.68,11021.02,10864.24,10893.25,44063597
2020-06-16,11028.09,11200.43,10901.77,11047.0,43427446
2020-06-17,11131.97,11236.32,11039.23,11151.1,22245514
2020-06-18,11239.43,11321.81,11173.7,11261.41,9330453
2020-06-19,11163.37,11228.24,10987.0,11143.02,47931691
2020-06-22,11345.82,11464.33,11165.65,11335.06,10170988
2020-06-23,11142.36,11172.52,11078.85,11148.91,41872089
2020-06-24,11222.74,11340.42,11157.12,11231.88,41891072
2020-06-25,11524.68,11646.61,11420.22,11531.61,20526398
2020-06-26,11411.68,11516.45,11300.73,11399.15,43555170
2020-06-29,11333.56,11384.54,11217.53,11326.25,36507991
2020-06-30,11330.04,11472.32,11177.7,11344.32,7660891
2020-07-01,11265.62,11316.29,11160.3,11280.32,20173091
2020-07-02,11057.14,11125.77,10934.3,11074.93,28773135
2020-07-03,11095.58,11237.14,10936.33,11088.47,26393383
2020-07-06,10963.14,11078.63,10923.49,10951.56,30724943
2020-07-07,11007.82,11042.18,10938.75,11018.18,20978042
2020-07-08,10880.13,10958.02,10840.76,10901.02,27775760
2020-07-09,11089.56,11161.31,10987.05,11108.13,19514418
2020-07-10,11028.77,11068.94,10899.31,11008.17,24119310
2020-07-13,10961.05,11027.27,10839.26,10970.03,7192271
2020-07-14,11093.44,11112.68,10929.25,11081.51,35183393
2020-07-15,10927.71,11009.27,10783.85,10922.26,24622592
2020-07-16,10951.27,11082.72,10905.69,10956.44,25733774
2020-07-17,11119.58,11242.76,11063.75,11132.68,43790873
2020-07-20,10905.85,11039.78,10836.21,10922.39,28119427
2020-07-21,10956.0,10984.41,10854.33,10950.96,49975402
2020-07-22,11001.56,11147.4,10956.43,10989.49,31367812
2020-07-23,11103.38,11240.14,10941.03,11096.99,44385484
2020-07-24,10938.04,11073.05,10812.55,10936.71,14978954
2020-07-27,10748.06,10904.53,10655.26,10767.79,41808881
2020-07-28,10859.85,10992.65,10787.2,10839.54,13994006
2020-07-29,10895.51,10981.26,10859.68,10882.5,26085126
2020-07-30,10910.52,10969.84,10789.94,10919.57,14976122
2020-07-31,10990.39,11079.22,10929.47,10969.33,25100134
2020-08-03,10888.64,11011.09,10838.47,10884.21,43826242
2020-08-04,10922.5,11045.48,10787.0,10918.9,43489803
2020-08-05,10972.54,11057.89,10854.14,10961.66,5260102
2020-08-06,10885.64,10903.5,10766.9,10872.08,21091184
2020-08-07,11126.81,11195.74,11094.46,11119.85,27294041
2020-08-10,11170.88,11343.81,11046.02,11187.52,44372960
2020-08-11,11024.93,11137.95,10981.2,11032.07,46768804
2020-08-12,11142.44,11223.49,11004.87,11123.4,47090671
2020-08-13,10985.63,11058.18,10937.27,10997.75,6343054
2020-08-14,11100.34,11181.43,11000.07,11106.02,15722305
2020-08-17,11261.81,11418.52,11180.59,11264.87,8159016
2020-08-18,11155.73,11277.43,11111.84,11158.44,23503550
2020-08-19,11297.0,11430.07,11240.57,11291.9,23624415
2020-08-20,11372.47,11442.1,11309.93,11352.35,40283619
2020-08-21,11456.98,11585.78,11305.73,11468.88,16716383
2020-08-24,11716.75,11795.87,11664.07,11734.51,26238811
2020-08-25,11690.49,11835.4,11550.38,11704.65,27594892
2020-08-26,11621.43,11691.18,11492.14,11603.47,25237312
2020-08-27,11490.95,11573.29,11393.89,11484.25,6330363
2020-08-28,11366.67,11495.2,11265.33,11376.42,8446839
2020-08-31,11384.81,11531.58,11276.69,11370.44,41667938
2020-09-01,11438.05,11453.89,11398.18,11421.54,34463663
2020-09-02,11479.92,11609.87,11312.22,11464.03,29944413
2020-09-03,11601.82,11649.6,11510.38,11582.41,37458787
2020-09-04,11577.37,11678.91,11474.68,11588.85,18928440
2020-09-07,11807.66,11822.57,11639.09,11795.62,9589369
2020-09-08,11761.02,11832.44,11610.71,11762.88,8257983
2020-09-09,12168.17,12255.25,12119.23,12151.55,11902066
2020-09-10,12258.84,12281.08,12203.98,12247.64,27851093
2020-09-11,12139.97,12228.24,12087.66,12126.57,17042858
2020-09-14,11983.06,12143.87,11950.31,11975.58,46588083
2020-09-15,12034.16,12090.31,11901.59,12049.71,21578740
2020-09-16,12024.38,12165.73,11897.43,12022.21,42185603
2020-09-17,12153.55,12218.89,12053.61,12130.03,12973155
2020-09-18,12225.12,12332.12,12097.46,12203.77,15627763
2020-09-21,12175.69,12263.64,12081.36,12197.98,43531252
2020-09-22,12062.72,12128.11,11953.91,12078.91,42297617
2020-09-23,11846.69,11912.65,11777.79,11864.17,49300721
2020-09-24,11816.02,11839.77,11716.6,11805.35,33021649
2020-09-25,11946.55,11984.05,11777.46,11931.39,30880085
2020-09-28,11953.1,12094.08,11860.7,11966.81,27545428
2020-09-29,11792.99,11951.46,11700.67,11792.71,38578795
2020-09-30,11838.05,11970.7,11732.25,11821.93,21037478
2020-10-01,11892.39,12010.91,11735.56,11881.33,13783406
2020-10-02,11762.05,11800.46,11697.14,11760.06,7045990
2020-10-05,11790.72,11854.34,11613.52,11786.46,43733084
2020-10-06,11799.8,11870.53,11676.84,11799.41,38313589
2020-10-07,11632.86,11703.41,11585.74,11642.29,6385049
2020-10-08,11699.98,11798.64,11607.22,11696.93,15487380
2020-10-09,11789.23,11885.9,11643.62,11780.33,44121680
2020-10-12,11955.97,12017.41,11866.92,11938.14,6498447
2020-10-13,12100.48,12173.69,12001.68,12093.88,35053022
2020-10-14,11911.21,12050.75,11843.47,11898.78,23322504
2020-10-15,11753.63,11913.94,11705.55,11769.63,17491230
2020-10-16,11845.26,11918.18,11763.34,11847.08,36135693
2020-10-19,11901.46,12090.37,11821.67,11924.87,36637604
2020-10-20,11991.18,12176.02,11844.07,12003.34,23372339
2020-10-21,12574.47,12641.58,12417.32,12563.09,34380783
2020-10-22,12679.07,12737.79,12533.31,12654.18,15387693
2020-10-23,12811.1,12941.68,12739.17,12831.68,10264482
2020-10-26,12978.59,13168.52,12875.66,12983.71,37329657
2020-10-27,13106.1,13265.7,12943.07,13090.39,34235129
2020-10-28,13030.66,13089.59,12851.51,13046.1,44684590
2020-10-29,13173.04,13263.72,13057.55,13170.14,12219155
2020-10-30,13065.44,13173.28,12905.94,13053.27,45371713
2020-11-02,13027.43,13132.61,12950.43,13021.39,25884776
2020-11-03,12934.6,13009.3,12760.53,12950.76,21948452
2020-11-04,12961.16,13139.39,12872.73,12968.67,24787345
2020-11-05,13349.21,13478.08,13297.26,13334.07,38644175
2020-11-06,13043.45,13208.75,12874.58,13040.62,29203403
2020-11-09,13127.2,13326.38,13036.58,13153.23,25890140
2020-11-10,12917.41,13055.29,12725.72,12903.94,40509638
2020-11-11,12812.17,12934.99,12747.89,12836.03,6138422
2020-11-12,13021.68,13138.17,12906.87,13008.9,5758795
2020-11-13,13008.63,13077.33,12897.74,13024.13,24735033
2020-11-16,12884.47,12999.25,12755.16,12860.9,18962313
2020-11-17,12748.92,12810.89,12712.99,12755.65,17872874
2020-11-18,12855.87,13006.57,12704.64,12864.78,17482384
2020-11-19,12739.26,12820.77,12569.56,12757.17,26291369
2020-11-20,12785.46,12840.56,12746.81,12795.41,18127304
2020-11-23,12826.83,12860.66,12711.51,12807.53,17186528
2020-11-24,12737.75,12738.26,12669.01,12712.51,27876131
2020-11-25,13037.78,13192.63,12950.21,13044.65,25549731
2020-11-26,13146.4,13300.59,13090.35,13149.1,7942609
2020-11-27,12846.22,12946.4,12713.98,12834.81,15188808
2020-11-30,12888.55,12921.4,12801.08,12868.67,29935997
2020-12-01,12776.37,12811.03,12731.64,12771.62,30590456
2020-12-02,12901.77,12936.39,12809.76,12907.37,20901724
2020-12-03,12785.31,12842.92,12627.99,12789.78,40127164
2020-12-04,12787.28,12950.82,12630.28,12777.29,32106417
2020-12-07,12834.27,12925.93,12700.14,12859.83,14898445
2020-12-08,13004.79,13084.43,12845.31,12998.57,29794008
2020-12-09,12809.14,12859.73,12675.35,12816.55,35719118
2020-12-10,12785.25,12832.68,12670.83,12770.23,18834629
2020-12-11,12681.87,12813.7,12609.11,12702.55,7740855
2020-12-14,12612.49,12732.88,12488.83,12608.05,48434665
2020-12-15,12879.22,12947.04,12790.04,12880.2,42304654
2020-12-16,12955.31,12983.56,12767.46,12947.94,6380188
2020-12-17,12735.01,12847.58,12580.41,12757.21,16516163
2020-12-18,12906.96,12967.92,12738.11,12902.83,12530577
2020-12-21,13239.83,13300.82,13127.17,13236.57,24837681
2020-12-22,13409.11,13599.95,13242.07,13405.86,28500216
2020-12-23,13172.25,13298.63,13017.79,13166.8,12770032
2020-12-24,13104.8,13216.55,12967.28,13095.56,37304358
2020-12-25,13316.11,13398.37,13240.76,13299.89,7818767
2020-12-28,13180.12,13292.21,12996.76,13192.26,44418481
2020-12-29,13285.05,13387.63,13180.79,13267.8,14850941
2020-12-30,13396.35,13544.52,13311.98,13396.44,13958825
2020-12-31,13230.37,13400.26,13191.59,13252.79,10531052
2021-01-01,13225.23,13304.69,13210.54,13248.62,11321001
2021-01-04,12730.17,12846.91,12550.87,12738.61,19235345
2021-01-05,12601.46,12679.7,12423.48,12587.12,32294649
2021-01-06,12564.43,12721.18,12510.32,12554.0,22201406
2021-01-07,12385.33,12497.34,12259.22,12371.05,28520787
2021-01-08,12619.21,12730.92,12521.67,12618.33,35825017
2021-01-11,12403.86,12450.25,12327.67,12406.83,35249071
2021-01-12,12328.87,12468.18,12270.07,12346.28,42027128
2021-01-13,12362.08,12414.18,12334.87,12370.59,40675109
2021-01-14,12586.16,12669.85,12563.81,12589.49,37023414
2021-01-15,12357.23,12425.34,12307.82,12377.6,33388813
2021-01-18,12541.29,12693.39,12413.87,12555.32,35117728
2021-01-19,12566.82,12620.69,12517.12,12561.88,15404915
2021-01-20,12430.66,12507.05,12240.61,12418.95,46078564
2021-01-21,12517.69,12663.23,12342.92,12492.79,30072135
2021-01-22,12549.33,12585.95,12485.86,12527.62,17350251
2021-01-25,12449.5,12549.43,12297.21,12442.4,23881633
2021-01-26,12453.88,12550.62,12306.67,12457.8,27226820
2021-01-27,12411.94,12432.92,12241.38,12405.18,22675844
2021-01-28,12441.24,12579.97,12379.43,12427.04,42315486
2021-01-29,12511.63,12567.06,12424.25,12530.76,7396716
2021-02-01,12769.65,12878.56,12694.72,12774.26,37121887
2021-02-02,12606.73,12706.56,12439.9,12589.62,15944125
2021-02-03,12910.9,13048.26,12850.44,12916.9,31235458
2021-02-04,12623.12,12757.7,12554.88,12619.49,32509277
2021-02-05,12605.98,12668.25,12463.74,12601.55,48288689
2021-02-08,12679.54,12722.6,12572.91,12695.56,31167499
2021-02-09,12736.42,12888.78,12587.03,12743.45,7057244
2021-02-10,12644.94,12766.74,12624.16,12653.32,19842498
2021-02-11,12602.85,12789.28,12543.35,12626.78,7707929
2021-02-12,12533.23,12716.33,12521.33,12557.13,19240440
2021-02-15,12489.89,12635.04,12335.44,12473.34,49117789
2021-02-16,12594.06,12710.21,12544.55,12605.5,42826945
2021-02-17,12665.46,12744.81,12600.67,12664.55,25115885
2021-02-18,12554.19,12718.73,12488.82,12564.31,47567192
2021-02-19,12727.36,12804.92,12673.88,12704.97,30079474
2021-02-22,12744.62,12812.84,12630.82,12756.9,49188812
2021-02-23,12882.81,13055.44,12715.04,12886.44,12738667
2021-02-24,13008.32,13163.96,12907.55,12988.96,40858742
2021-02-25,12882.54,12968.66,12793.94,12864.94,37096726
2021-02-26,12767.56,12821.75,12687.42,12783.61,5976264
2021-03-01,12918.98,12994.22,12744.5,12903.36,17482177
2021-03-02,13000.85,13164.86,12893.26,13003.03,37507324
2021-03-03,13004.08,13183.44,12862.67,13004.97,17869365
2021-03-04,13009.38,13089.0,12905.45,13028.48,46878312
2021-03-05,13211.24,13271.43,13145.94,13233.44,12299243
2021-03-08,13156.78,13321.01,13074.97,13144.8,42482526
2021-03-09,13236.16,13329.83,13077.76,13236.35,16354091
2021-03-10,13206.19,13328.98,13080.99,13209.53,27573102
2021-03-11,13192.41,13372.54,13028.72,13180.31,34585537
2021-03-12,13373.56,13397.65,13193.47,13359.37,45085855
2021-03-15,13478.62,13637.78,13432.03,13497.03,43739788
2021-03-16,13640.2,13674.6,13590.84,13634.19,41020281
2021-03-17,13833.03,13948.56,13712.11,13853.24,7933865
2021-03-18,13876.21,14034.85,13789.72,13862.27,28444267
2021-03-19,13990.03,14088.0,13934.57,13981.26,12587145
2021-03-22,13960.24,14143.3,13879.05,13934.79,13970922
2021-03-23,13970.44,14124.27,13817.91,13994.57,11147454
2021-03-24,13953.55,14064.63,13942.42,13978.32,12907288
2021-03-25,13987.98,14068.24,13858.73,14000.18,17229793
2021-03-26,14092.32,14198.25,13956.39,14105.76,5145693
2021-03-29,13958.77,14068.52,13774.65,13972.91,40204166
2021-03-30,14352.62,14370.8,14204.96,14329.34,17076798
2021-03-31,14147.89,14258.45,13969.72,14162.08,14299397
2021-04-01,13948.67,14073.58,13797.09,13961.4,22662837
2021-04-02,14175.71,14322.39,14006.94,14161.01,20244854
2021-04-05,14298.33,14451.9,14237.06,14301.21,17881730
2021-04-06,14429.99,14575.67,14361.88,14414.03,18542914
2021-04-07,14503.23,14559.12,14367.68,14528.48,29840217
2021-04-08,14531.44,14602.35,14476.4,14532.16,47647864
2021-04-09,14354.68,14533.98,14326.05,14381.5,20276157
2021-04-12,14375.15,14519.75,14327.48,14400.34,48775540
2021-04-13,14312.31,14318.65,14102.0,14289.08,9379845
2021-04-14,14441.13,14642.18,14374.86,14462.0,12150265
2021-04-15,14444.14,14616.24,14403.06,14442.27,6703728
2021-04-16,14299.89,14435.57,14217.33,14304.98,9762315
2021-04-19,14246.83,14296.36,14103.15,14255.53,25154352
2021-04-20,14354.79,14503.35,14210.16,14331.87,26555046
2021-04-21,14213.42,14377.2,14146.59,14240.65,22036641
2021-04-22,14115.08,14277.45,13987.88,14105.84,20835732
2021-04-23,14178.97,14319.35,13962.51,14152.73,12604323
2021-04-26,14203.42,14376.63,14044.61,14200.0,9494893
2021-04-27,14143.97,14242.61,14054.79,14119.3,18292075
2021-04-28,14019.98,14098.85,13991.74,14045.13,14019066
2021-04-29,14085.29,14240.98,13903.66,14089.86,40999345
2021-04-30,13837.37,13990.08,13814.38,13850.66,11504938
2021-05-03,13634.84,13780.96,13476.16,13622.27,12131390
2021-05-04,13536.28,13567.13,13423.94,13510.27,8787132
2021-05-05,13467.94,13542.21,13410.62,13481.07,37281467
2021-05-06,13545.11,13720.53,13476.6,13536.76,30961735
2021-05-07,13765.19,13943.77,13744.55,13781.84,34959777
2021-05-10,13932.83,14121.51,13776.92,13929.19,31891064
2021-05-11,13906.02,14073.02,13854.63,13908.03,30594734
2021-05-12,13936.68,14046.22,13725.57,13910.42,33435784
2021-05-13,13754.6,13893.05,13668.42,13748.63,25814962
2021-05-14,13742.8,13937.53,13677.45,13751.08,38635603
2021-05-17,13687.79,13839.52,13624.09,13708.95,23960664
2021-05-18,13748.31,13908.24,13606.17,13767.52,39743570
2021-05-19,13621.38,13691.37,13586.58,13636.36,7249476
2021-05-20,13713.13,13838.82,13551.03,13726.8,19921599
2021-05-21,14004.38,14142.98,13784.74,13984.76,18963591
2021-05-24,13975.53,14049.26,13892.84,13972.11,14840850
2021-05-25,14046.36,14110.07,13921.19,14045.05,42018326
2021-05-26,14145.15,14253.12,14110.86,14166.98,39337690
2021-05-27,14124.76,14176.93,13963.17,14104.44,23674215
2021-05-28,14160.62,14215.84,13966.74,14148.01,35580703
2021-05-31,14131.33,14262.3,14097.4,14155.81,41407321
2021-06-01,14189.85,14373.75,14066.57,14178.06,14749181
2021-06-02,14054.66,14172.95,13876.0,14052.22,45926290
2021-06-03,14038.44,14124.45,13982.73,14061.97,15266495
2021-06-04,14149.27,14194.09,14033.39,14151.63,37053929
2021-06-07,14402.84,14562.89,14300.82,14403.72,7337180
2021-06-08,14555.8,14676.97,14443.99,14575.29,8485862
2021-06-09,14984.39,15147.44,14894.5,14957.72,26012256
2021-06-10,14846.72,14982.73,14763.47,14825.97,27306770
2021-06-11,14997.23,15172.2,14900.5,14987.1,17792036
2021-06-14,15023.8,15109.24,14821.26,15026.06,20310432
2021-06-15,15421.48,15596.63,15363.75,15426.92,7757398
2021-06-16,15292.69,15366.49,15187.53,15283.46,38943174
2021-06-17,15138.32,15350.61,15045.68,15135.57,49264985
2021-06-18,15006.43,15187.18,14878.2,15032.76,30808735
2021-06-21,14656.37,14746.77,14603.32,14655.63,37805387
2021-06-22,14586.89,14649.21,14487.88,14569.03,39231367
2021-06-23,14439.79,14506.87,14246.65,14442.14,15073732
2021-06-24,14448.04,14633.63,14333.6,14473.98,16511913
2021-06-25,14555.78,14609.55,14488.58,14539.13,18015771
2021-06-28,14854.51,15017.12,14658.32,14872.28,34239156
2021-06-29,15033.32,15129.71,15010.21,15047.85,12793604
2021-06-30,14929.64,15108.24,14857.44,14949.69,5401072
2021-07-01,14784.45,14980.83,14694.02,14794.5,45277273
2021-07-02,14903.04,15068.11,14716.8,14887.75,21674948
2021-07-05,14658.98,14832.14,14485.38,14657.84,40650069
2021-07-06,14968.16,15052.39,14944.59,14985.85,24565518
2021-07-07,15226.92,15251.82,15034.84,15203.94,37798988
2021-07-08,15147.39,15292.1,15050.04,15124.42,47899050
2021-07-09,14841.52,14920.15,14673.0,14819.55,30909088
2021-07-12,15050.5,15181.06,14867.53,15066.25,20140586
2021-07-13,15048.63,15087.76,14827.89,15051.56,9859633
2021-07-14,15310.8,15363.29,15160.06,15281.16,43023284
2021-07-15,15011.21,15031.45,14960.18,14994.89,12742237
2021-07-16,14864.87,15093.05,14741.11,14893.04,28527193
2021-07-19,14874.02,14976.88,14745.62,14899.93,36738784
2021-07-20,14912.14,15052.18,14757.29,14914.29,22196719
2021-07-21,14864.0,14876.91,14717.54,14839.71,11488000
2021-07-22,14958.88,15116.13,14817.89,14956.56,29363760
2021-07-23,14770.8,14862.5,14718.33,14770.93,19395813
2021-07-26,14728.32,14953.3,14627.27,14751.6,46873281
2021-07-27,14788.06,14978.98,14654.67,14778.8,46163397
2021-07-28,14895.11,14968.6,14679.56,14875.94,21935469
2021-07-29,15001.74,15214.73,14975.54,15008.92,8211369
2021-07-30,14828.7,15033.82,14638.32,14812.37,6659537
2021-08-02,14572.63,14730.78,14341.3,14545.61,39834330
2021-08-03,14756.94,14966.26,14680.2,14774.44,7364840
2021-08-04,14840.65,14916.98,14731.53,14839.27,39325575
2021-08-05,14699.39,14851.64,14570.64,14711.92,45252379
2021-08-06,15009.21,15034.74,14849.06,14991.65,25683593
2021-08-09,15023.12,15067.03,14946.46,15018.46,20267600
2021-08-10,15245.2,15465.34,15047.21,15237.0,6461433
2021-08-11,15273.62,15350.73,15189.28,15255.44,41902981
2021-08-12,15632.29,15822.18,15536.1,15638.79,20460301
2021-08-13,16000.99,16173.93,15821.86,15974.47,36275157
2021-08-16,15935.24,16142.72,15789.01,15933.13,48269365
2021-08-17,16103.2,16366.65,15937.19,16125.27,15536473
2021-08-18,16269.34,16340.15,16171.7,16256.6,12753638
2021-08-19,16549.48,16571.82,16392.35,16530.09,33107874
2021-08-20,16333.32,16465.37,16168.3,16345.3,39543154
2021-08-23,16509.96,16547.26,16366.86,16486.4,23814614
2021-08-24,16729.53,16740.67,16668.06,16702.39,19533551
2021-08-25,16341.98,16465.93,16203.78,16356.57,8527110
2021-08-26,16162.07,16327.48,16081.97,16130.87,42844071
2021-08-27,15719.96,15889.94,15577.05,15742.58,28176113
2021-08-30,15679.28,15793.21,15473.69,15697.99,39619992
2021-08-31,15819.43,16005.85,15643.9,15839.43,28966420
2021-09-01,16156.75,16212.25,15977.16,16131.33,45261864
2021-09-02,16162.09,16187.45,15955.96,16152.12,46903497
2021-09-03,16451.33,16670.9,16227.19,16474.25,28711414
2021-09-06,16204.14,16371.85,16157.68,16208.01,12389434
2021-09-07,15890.51,16072.36,15819.19,15883.19,21868872
2021-09-08,15852.5,15918.75,15794.0,15878.96,40717198
2021-09-09,15982.9,16164.08,15753.93,15958.49,5353153
2021-09-10,15977.99,16119.06,15744.2,15958.61,45278936
2021-09-13,15569.4,15714.24,15349.22,15569.07,25230924
2021-09-14,15587.72,15716.1,15471.72,15558.65,36339570
2021-09-15,15316.28,15524.14,15276.5,15321.32,5987938
2021-09-16,15480.5,15599.37,15305.29,15450.58,12074533
2021-09-17,15535.15,15673.02,15315.9,15524.73,35296194
2021-09-20,15364.11,15584.32,15227.79,15355.84,31147838
2021-09-21,15246.89,15448.02,15107.52,15267.29,5862839
